Source,Target,Weight
29,44743,3108.493
29,44744,3117.061
30,1786,4036.856
30,1787,3224.916
30,1788,2932.947
30,1789,2723.008
30,1790,2571.231
30,1791,2463.936
30,1792,2391.542
30,127,3490.058
30,128,4692.568
30,129,4295.471
30,130,3960.589
30,131,3674.203
30,132,2649.297
30,133,2490.852
30,1933,4036.856
30,1934,3263.556
30,1935,2976.959
30,1936,2761.468
30,1937,2608.014
30,1938,2500.337
30,1939,2429.075
30,46467,4036.856
30,46468,4468.274
30,46469,4189.439
30,46470,3977.201
30,46471,3815.001
30,46472,4255.692
30,46473,4147.012
30,44808,3490.058
30,44809,3441.222
30,44810,3487.946
30,44811,3551.264
30,44812,3606.18
30,44813,3668.173
30,44814,3757.53
30,46614,4036.856
30,46615,5020.32
30,46616,4669.469
30,46617,4401.184
30,46618,4192.672
30,46619,3534.41
30,46620,3403.97
30,44738,2187.193
30,44739,3766.734
30,44740,3622.724
30,44741,3520.644
30,44742,3459.404
30,44743,3466.174
30,44744,3568.129
31,1786,3912.576
31,1787,2397.933
31,1788,2956.393
31,1789,2719.306
31,1790,2545.227
31,1791,2419.4
31,1792,2331.477
31,127,3297.391
31,128,4656.232
31,129,4276.372
31,130,3955.774
31,131,3681.43
31,132,3442.028
31,133,3229.981
31,1933,3912.576
31,1934,2934.507
31,1935,3013.188
31,1936,2769.652
31,1937,2592.849
31,1938,2465.448
31,1939,2377.309
31,46467,3912.576
31,46468,4413.647
31,46469,4138.333
31,46470,3928.789
31,46471,3768.665
31,46472,3646.639
31,46473,4186.806
31,44808,3297.391
31,44809,4785.997
31,44810,3452.549
31,44811,3516.959
31,44812,3572.6
31,44813,3635.036
31,44814,3724.613
31,46614,3912.576
31,46615,4998.906
31,46616,4649.463
31,46617,4382.259
31,46618,4174.584
31,46619,4011.476
31,46620,3444.305
31,44738,2460.74
31,44739,3731.476
31,44740,3588.847
31,44741,3487.69
31,44742,3427.033
31,44743,3434.121
31,44744,3536.188
32,1786,3844.837
32,1787,2349.114
32,1788,2141.328
32,1789,2736.444
32,1790,2537.573
32,1791,2391.074
32,1792,2285.753
32,127,3158.664
32,128,4596.608
32,129,4236.337
32,130,3931.953
32,131,3671.259
32,132,3443.541
32,133,3241.634
32,1933,3844.837
32,1934,2913.441
32,1935,2666.411
32,1936,2796.228
32,1937,2593.93
32,1938,2444.94
32,1939,2338.283
32,46467,3844.837
32,46468,4359.498
32,46469,4087.675
32,46470,3880.802
32,46471,3722.735
32,46472,3602.294
32,46473,3511.495
32,44808,3158.664
32,44809,4775.362
32,44810,4764.972
32,44811,3485.252
32,44812,3541.563
32,44813,3604.408
32,44814,3694.189
32,46614,3844.837
32,46615,4987.524
32,46616,4638.829
32,46617,4372.201
32,46618,4164.969
32,46619,4002.207
32,46620,3858.333
32,44738,2744.692
32,44739,3695.961
32,44740,3554.721
32,44741,3454.496
32,44742,3394.424
32,44743,3401.833
32,44744,3504.013
33,1786,3813.729
33,1787,2298.731
33,1788,2116.343
33,1789,1950.134
33,1790,2547.327
33,1791,2378.13
33,1792,2253.625
33,127,3055.197
33,128,4502.019
33,129,4164.667
33,130,3879.255
33,131,3634.524
33,132,3476.739
33,133,3506.393
33,1933,3813.729
33,1934,2878.862
33,1935,2647.24
33,1936,2440.998
33,1937,2613.632
33,1938,2441.154
33,1939,2314.315
33,46467,3813.729
33,46468,4370.377
33,46469,4097.852
33,46470,3890.443
33,46471,3731.962
33,46472,3611.203
33,46473,3520.16
33,44808,3055.197
33,44809,4792.199
33,44810,4781.089
33,44811,4804.481
33,44812,3509.537
33,44813,3572.803
33,44814,3662.794
33,46614,3813.729
33,46615,4978.267
33,46616,4630.18
33,46617,4364.02
33,46618,4157.151
33,46619,3994.668
33,46620,3851.011
33,44738,3034.127
33,44739,3659.654
33,44740,3519.836
33,44741,3420.562
33,44742,3361.089
33,44743,3368.826
33,44744,3471.121
34,1786,3799.92
34,1787,2266.479
34,1788,2108.672
34,1789,1962.331
34,1790,1821.062
34,1791,2385.872
34,1792,2240.17
34,127,3318.793
34,128,4380.127
34,129,4068.303
34,130,3804.009
34,131,3748.971
34,132,3780.975
34,133,3813.1
34,1933,3799.92
34,1934,2833.519
34,1935,2618.295
34,1936,2425.721
34,1937,2257.853
34,1938,2459.127
34,1939,2310.204
34,46467,3799.92
34,46468,4388.239
34,46469,4114.563
34,46470,3906.272
34,46471,3747.114
34,46472,3625.831
34,46473,3534.388
34,44808,3318.793
34,44809,4810.521
34,44810,4798.626
34,44811,4821.477
34,44812,4849.54
34,44813,3547.774
34,44814,3637.932
34,46614,3799.92
34,46615,4969.163
34,46616,4621.675
34,46617,4355.974
34,46618,4149.461
34,46619,3987.254
34,46620,3843.81
34,44738,3318.793
34,44739,3639.21
34,44740,3500.193
34,44741,3401.454
34,44742,3342.319
34,44743,3350.24
34,44744,3452.6
35,1786,3809.07
35,1787,2220.865
35,1788,2090.014
35,1789,1965.363
35,1790,1841.925
35,1791,1718.946
35,1792,2246.032
35,127,3606.656
35,128,4238.897
35,129,3988.647
35,130,4022.535
35,131,4056.975
35,132,4091.441
35,133,4126.037
35,1933,3809.07
35,1934,2774.972
35,1935,2577.369
35,1936,2399.491
35,1937,2243.992
35,1938,2103.146
35,1939,2326.695
35,46467,3809.07
35,46468,4406.102
35,46469,4131.274
35,46470,3922.103
35,46471,3762.265
35,46472,3640.461
35,46473,3548.617
35,44808,3606.656
35,44809,4825.973
35,44810,4813.416
35,44811,4835.811
35,44812,4863.57
35,44813,4908.997
35,44814,3620.698
35,46614,3809.07
35,46615,4960.298
35,46616,4613.393
35,46617,4348.139
35,46618,4141.972
35,46619,3980.034
35,46620,3836.797
35,44738,3606.656
35,44739,3657.125
35,44740,3517.406
35,44741,3418.198
35,44742,3358.768
35,44743,3366.527
35,44744,3468.83
36,1786,Inf
36,1787,3636.203
36,1788,3497.855
36,1789,3405.599
36,1790,3343.351
36,1791,3308.347
36,1792,3288.927
36,127,Inf
36,128,3408.49
36,129,3173.703
36,130,2987.993
36,131,2840.804
36,132,2725.699
36,133,2629.842
36,1933,Inf
36,1934,3694.268
36,1935,3574.286
36,1936,3491.523
36,1937,3449.056
36,1938,3434.547
36,1939,3442.454
36,46467,Inf
36,46468,4080.805
36,46469,3805.174
36,46470,3589.765
36,46471,3432.913
36,46472,3319.291
36,46473,3238.459
36,44808,Inf
36,44809,3328.333
36,44810,3241.104
36,44811,3187.39
36,44812,3175.139
36,44813,3278.935
36,44814,3407.724
36,46614,Inf
36,46615,3922.223
36,46616,3643.552
36,46617,3430.722
36,46618,3265.122
36,46619,3134.628
36,46620,3015.669
36,44738,Inf
36,44739,3330.887
36,44740,3228.454
36,44741,3160.111
36,44742,3123.473
36,44743,3108.493
36,44744,3117.061
37,1786,4346.345
37,1787,6885.639
37,1788,6650.602
37,1789,6488.945
37,1790,6372.896
37,1791,6290.44
37,1792,6233.675
37,127,3757.626
37,128,4728.394
37,129,4316.167
37,130,3970.416
37,131,3674.37
37,132,2708.027
37,133,2528.617
37,1933,4346.345
37,1934,6173.189
37,1935,6004.639
37,1936,5876.752
37,1937,5801.477
37,1938,5760.748
37,1939,5747.611
37,46467,4346.345
37,46468,6298.002
37,46469,6328.971
37,46470,6400.528
37,46471,6502.799
37,46472,6377.734
37,46473,6230.482
37,44808,3757.626
37,44809,3842.083
37,44810,3679.852
37,44811,3572.315
37,44812,3506.668
37,44813,3496.857
37,44814,3555.928
37,46614,4346.345
37,46615,6822.02
37,46616,6796.16
37,46617,6820.867
37,46618,6880.491
37,46619,4945.296
37,46620,4762.961
37,44738,2354.876
37,44739,4472.742
37,44740,4291.619
37,44741,4166.014
37,44742,4084.092
37,44743,4035.612
37,44744,4013.283
38,1786,4250.445
38,1787,7025.458
38,1788,7057.54
38,1789,6879.007
38,1790,6748.638
38,1791,6653.738
38,1792,6585.966
38,127,3582.136
38,128,4729.215
38,129,4331.131
38,130,3996.979
38,131,3710.622
38,132,3460.885
38,133,3230.71
38,1933,4250.445
38,1934,7705.768
38,1935,6375.795
38,1936,6234.351
38,1937,6148.503
38,1938,6099.063
38,1939,6078.68
38,46467,4250.445
38,46468,6090.737
38,46469,6151.451
38,46470,6246.633
38,46471,6367.939
38,46472,6509.595
38,46473,6526.511
38,44808,3582.136
38,44809,5008.398
38,44810,3716.671
38,44811,3607.997
38,44812,3541.595
38,44813,3531.324
38,44814,3590.167
38,46614,4250.445
38,46615,6649.102
38,46616,6657.241
38,46617,6709.073
38,46618,6790.735
38,46619,6893.25
38,46620,5038.247
38,44738,2673.236
38,44739,4495.443
38,44740,4313.431
38,44741,4187.231
38,44742,4104.934
38,44743,4056.25
38,44744,4033.849
39,1786,4214.503
39,1787,6985.224
39,1788,7242.499
39,1789,7310.477
39,1790,7163.748
39,1791,7054.727
39,1792,6974.563
39,127,3462.358
39,128,4705.513
39,129,4324.333
39,130,4004.036
39,131,3729.248
39,132,3489.321
39,133,3267.606
39,1933,4214.503
39,1934,7661.888
39,1935,7982.32
39,1936,6640.108
39,1937,6541.626
39,1938,6481.814
39,1939,6452.834
39,46467,4214.503
39,46468,5873.255
39,46469,5965.86
39,46470,6086.547
39,46471,6228.572
39,46472,6387.263
39,46473,6559.28
39,44808,3462.358
39,44809,5089.3
39,44810,4873.677
39,44811,3642.573
39,44812,3575.44
39,44813,3564.724
39,44814,3623.344
39,46614,4214.503
39,46615,6461.649
39,46616,6507.013
39,46617,6588.712
39,46618,6694.806
39,46619,6817.6
39,46620,6922
39,44738,3008.584
39,44739,4562.701
39,44740,4378.055
39,44741,4250.094
39,44742,4166.687
39,44743,4117.395
39,44744,4094.781
40,1786,4207.801
40,1787,6921.426
40,1788,7206.437
40,1789,7517.136
40,1790,7596.74
40,1791,7472.242
40,1792,7378.511
40,127,3370.89
40,128,4646.643
40,129,4286.033
40,130,3982.608
40,131,3721.922
40,132,3551.444
40,133,3563.057
40,1933,4207.801
40,1934,7589.543
40,1935,7942.327
40,1936,8300.425
40,1937,7006.907
40,1938,6934.446
40,1939,6895.037
40,46467,4207.801
40,46468,5642.917
40,46469,5769.642
40,46470,5917.762
40,46471,6082.203
40,46472,6259.452
40,46473,6446.996
40,44808,3370.89
40,44809,5127.121
40,44810,4909.879
40,44811,4764.365
40,44812,3636.167
40,44813,3624.651
40,44814,3682.872
40,46614,4207.801
40,46615,6250.184
40,46616,6336.074
40,46617,6450.379
40,46618,6583.238
40,46619,6728.337
40,46620,6851.678
40,44738,3347.643
40,44739,4640.267
40,44740,4452.585
40,44741,4322.591
40,44742,4237.905
40,44743,4187.912
40,44744,4165.052
41,1786,4202.194
41,1787,6838.629
41,1788,7153.913
41,1789,7489.381
41,1790,7829.923
41,1791,7911.457
41,1792,7802.91
41,127,3670.133
41,128,4580.235
41,129,4241.585
41,130,3956.132
41,131,3888.77
41,132,3911.904
41,133,3924.485
41,1933,4202.194
41,1934,7490.633
41,1935,7878.447
41,1936,8265.733
41,1937,8676.831
41,1938,7413.126
41,1939,7361.993
41,46467,4202.194
41,46468,5448.443
41,46469,5612.996
41,46470,5792.051
41,46471,5982.259
41,46472,6181.298
41,46473,6387.508
41,44808,3670.133
41,44809,5161.116
41,44810,4942.418
41,44811,4795.9
41,44812,4704.385
41,44813,3682.63
41,44814,3740.467
41,46614,4202.194
41,46615,6019.446
41,46616,6149.409
41,46617,6299.293
41,46618,6461.48
41,46619,6631.14
41,46620,6775.534
41,44738,3670.133
41,44739,4702.595
41,44740,4512.473
41,44741,4380.845
41,44742,4295.131
41,44743,4244.575
41,44744,4221.518
42,1786,4240.435
42,1787,6731.503
42,1788,7079.401
42,1789,7441.534
42,1790,7804.371
42,1791,8165.236
42,1792,8242.376
42,127,4015.098
42,128,4480.696
42,129,4203.494
42,130,4228.406
42,131,4253.322
42,132,4278.235
42,133,4291.783
42,1933,4240.435
42,1934,7358.551
42,1935,7783.788
42,1936,8202.23
42,1937,8639.519
42,1938,9086.086
42,1939,7854.265
42,46467,4240.435
42,46468,5249.721
42,46469,5455.846
42,46470,5669.102
42,46471,5887.98
42,46472,6111.435
42,46473,6338.721
42,44808,4015.098
42,44809,5231.288
42,44810,5009.587
42,44811,4860.995
42,44812,4768.104
42,44813,4741.674
42,44814,3837.282
42,46614,4240.435
42,46615,5759.582
42,46616,5937.109
42,46617,6125.434
42,46618,6319.356
42,46619,6515.641
42,46620,6682.982
42,44738,4015.098
42,44739,4836.737
42,44740,4641.364
42,44741,4506.221
42,44742,4418.293
42,44743,4366.525
42,44744,4343.043
43,1786,Inf
43,1787,3636.203
43,1788,3497.855
43,1789,3405.599
43,1790,3343.351
43,1791,3308.347
43,1792,3288.927
43,127,Inf
43,128,3408.49
43,129,3173.703
43,130,2987.993
43,131,2840.804
43,132,2725.699
43,133,2629.842
43,1933,Inf
43,1934,3694.268
43,1935,3574.286
43,1936,3491.523
43,1937,3449.056
43,1938,3434.547
43,1939,3442.454
43,46467,Inf
43,46468,4080.805
43,46469,3805.174
43,46470,3589.765
43,46471,3432.913
43,46472,3319.291
43,46473,3238.459
43,44808,Inf
43,44809,3328.333
43,44810,3241.104
43,44811,3187.39
43,44812,3175.139
43,44813,3278.935
43,44814,3407.724
43,46614,Inf
43,46615,3922.223
43,46616,3643.552
43,46617,3430.722
43,46618,3265.122
43,46619,3134.628
43,46620,3015.669
43,44738,Inf
43,44739,3330.887
43,44740,3228.454
43,44741,3160.111
43,44742,3123.473
43,44743,3108.493
43,44744,3117.061
44,1786,2187.901
44,1787,2126.359
44,1788,1939.943
44,1789,1799.713
44,1790,1698.634
44,1791,1628.437
44,1792,1578.625
44,127,1891.547
44,128,4218.187
44,129,4113.738
44,130,4049.945
44,131,4020.212
44,132,4007.466
44,133,3896.237
44,1933,2187.901
44,1934,4648.005
44,1935,4434.69
44,1936,4262.836
44,1937,4137.21
44,1938,4042.976
44,1939,3973.633
44,46467,2187.901
44,46468,1962.557
44,46469,1815.582
44,46470,1715.504
44,46471,1637.86
44,46472,2800.527
44,46473,2720.682
44,44808,1891.547
44,44809,3856.564
44,44810,3883.047
44,44811,3913.638
44,44812,3920.906
44,44813,3926.914
44,44814,3957.326
44,46614,2187.901
44,46615,3341.167
44,46616,3196.878
44,46617,3094.599
44,46618,3021.429
44,46619,3940.356
44,46620,3750.692
44,44738,1185.418
44,44739,2344.262
44,44740,2242.563
44,44741,2172.37
44,44742,2180.458
44,44743,2295.356
44,44744,2397.87
45,1786,2038.979
45,1787,1016.682
45,1788,1899.124
45,1789,1745.61
45,1790,1633.215
45,1791,1553.199
45,1792,1494.9
45,127,1718.385
45,128,4160.996
45,129,4070.147
45,130,4017.683
45,131,3997.55
45,132,4002.245
45,133,4027.163
45,1933,2038.979
45,1934,2873.723
45,1935,4611.792
45,1936,4433.843
45,1937,4303.467
45,1938,4205.299
45,1939,4132.664
45,46467,2038.979
45,46468,1883.988
45,46469,1742.076
45,46470,1645.874
45,46471,1571.215
45,46472,1513.049
45,46473,2668.553
45,44808,1718.385
45,44809,3801.785
45,44810,4023.785
45,44811,4058.585
45,44812,4067.965
45,44813,4075.241
45,44814,4107.462
45,46614,2038.979
45,46615,3215.85
45,46616,3085.365
45,46617,2993.859
45,46618,2929.224
45,46619,2883.776
45,46620,3833.751
45,44738,1282.377
45,44739,2272.12
45,44740,2173.245
45,44741,2104.943
45,44742,2114.221
45,44743,2229.771
45,44744,2332.514
46,1786,1926.181
46,1787,979.2955
46,1788,899.9044
46,1789,1706.755
46,1790,1582.172
46,1791,1491.592
46,1792,1424.13
46,127,1582.423
46,128,4090.733
46,129,4014.632
46,130,3974.449
46,131,3964.712
46,132,3978.359
46,133,4011.094
46,1933,1926.181
46,1934,2845.72
46,1935,2878.891
46,1936,4611.92
46,1937,4476.157
46,1938,4373.52
46,1939,4297.136
46,46467,1926.181
46,46468,1768.165
46,46469,1633.718
46,46470,1543.229
46,46471,1472.97
46,46472,1418.194
46,46473,1376.179
46,44808,1582.423
46,44809,3748.431
46,44810,3980.873
46,44811,4219.419
46,44812,4230.249
46,44813,4238.204
46,44814,4271.762
46,46614,1926.181
46,46615,3036.882
46,46616,2922.081
46,46617,2842.679
46,46618,2787.504
46,46619,2749.494
46,46620,2703.793
46,44738,1375.032
46,44739,2225.063
46,44740,2128.031
46,44741,2060.962
46,44742,2071.016
46,44743,2186.991
46,44744,2289.883
47,1786,1857.223
47,1787,929.216
47,1788,862.7117
47,1789,795.3646
47,1790,1544.238
47,1791,1442.471
47,1792,1365.265
47,127,1487.831
47,128,4000.065
47,129,3940.075
47,130,3913.269
47,131,3914.812
47,132,3938.138
47,133,3979.291
47,1933,1857.223
47,1934,2874.801
47,1935,2916.309
47,1936,2965.818
47,1937,4642.42
47,1938,4535.203
47,1939,4454.953
47,46467,1857.223
47,46468,1625.173
47,46469,1499.941
47,46470,1416.506
47,46471,1351.679
47,46472,1301.088
47,46473,1262.277
47,44808,1487.831
47,44809,3692.638
47,44810,3935.66
47,44811,4183.794
47,44812,4404.951
47,44813,4413.092
47,44814,4447.587
47,46614,1857.223
47,46615,2875.744
47,46616,2776.091
47,46617,2708.447
47,46618,2662.536
47,46619,2631.891
47,46620,2592.132
47,44738,1477.57
47,44739,2193.383
47,44740,2097.591
47,44741,2031.352
47,44742,2041.929
47,44743,2158.19
47,44744,2261.182
48,1786,1832.293
48,1787,868.6653
48,1788,815.3684
48,1789,759.3278
48,1790,705.2975
48,1791,1399.1
48,1792,1312.035
48,127,1600.297
48,128,3884.909
48,129,3842.413
48,130,3830.075
48,131,3843.763
48,132,3877.458
48,133,3927.585
48,1933,1832.293
48,1934,2877.341
48,1935,2928.13
48,1936,2985.687
48,1937,3064.497
48,1938,4676.995
48,1939,4593.149
48,46467,1832.293
48,46468,1514.077
48,46469,1396.006
48,46470,1318.051
48,46471,1257.445
48,46472,1210.105
48,46473,1173.784
48,44808,1600.297
48,44809,3630.142
48,44810,3883.919
48,44811,4141.853
48,44812,4371.983
48,44813,4596.167
48,44814,4631.304
48,46614,1832.293
48,46615,2667.322
48,46616,2583.913
48,46617,2528.72
48,46618,2492.476
48,46619,2469.376
48,46620,2435.613
48,44738,1600.297
48,44739,2169.067
48,44740,2074.226
48,44741,2008.625
48,44742,2019.603
48,44743,2136.083
48,44744,2239.153
49,1786,1804.261
49,1787,814.3747
49,1788,773.4475
49,1789,727.9639
49,1790,682.9529
49,1791,638.8744
49,1792,1274.641
49,127,1708.383
49,128,3749.764
49,129,3725.895
49,130,3728.929
49,131,3755.484
49,132,3800.133
49,133,3859.709
49,1933,1804.261
49,1934,2805.068
49,1935,2865.727
49,1936,2931.395
49,1937,3016.868
49,1938,3113.758
49,1939,4718.028
49,46467,1804.261
49,46468,1428.563
49,46469,1316.003
49,46470,1242.266
49,46471,1184.908
49,46472,1140.071
49,46473,1105.667
49,44808,1708.383
49,44809,3559.893
49,44810,3824.601
49,44811,4092.538
49,44812,4331.921
49,44813,4564.475
49,44814,4821.848
49,46614,1804.261
49,46615,2472.066
49,46616,2404.27
49,46617,2361.072
49,46618,2334.177
49,46619,2318.415
49,46620,2290.579
49,44738,1708.383
49,44739,2157.653
49,44740,2063.259
49,44741,1997.957
49,44742,2009.124
49,44743,2125.707
49,44744,2228.813
50,1786,Inf
50,1787,3636.203
50,1788,3497.855
50,1789,3405.599
50,1790,3343.351
50,1791,3308.347
50,1792,3288.927
50,127,Inf
50,128,3408.49
50,129,3173.703
50,130,2987.993
50,131,2840.804
50,132,2725.699
50,133,2629.842
50,1933,Inf
50,1934,3694.268
50,1935,3574.286
50,1936,3491.523
50,1937,3449.056
50,1938,3434.547
50,1939,3442.454
50,46467,Inf
50,46468,4080.805
50,46469,3805.174
50,46470,3589.765
50,46471,3432.913
50,46472,3319.291
50,46473,3238.459
50,44808,Inf
50,44809,3328.333
50,44810,3241.104
50,44811,3187.39
50,44812,3175.139
50,44813,3278.935
50,44814,3407.724
50,46614,Inf
50,46615,3922.223
50,46616,3643.552
50,46617,3430.722
50,46618,3265.122
50,46619,3134.628
50,46620,3015.669
50,44738,Inf
50,44739,3330.887
50,44740,3228.454
50,44741,3160.111
50,44742,3123.473
50,44743,3108.493
50,44744,3117.061
51,1786,2683.031
51,1787,3599.285
51,1788,3494.783
51,1789,3408.664
51,1790,3347.543
51,1791,3307.714
51,1792,3272.479
51,127,2319.611
51,128,4687.156
51,129,4547.656
51,130,4457.561
51,131,4404.987
51,132,4371.701
51,133,4215.457
51,1933,2683.031
51,1934,5335.626
51,1935,5199.373
51,1936,5095.383
51,1937,5037.703
51,1938,5009.723
51,1939,5005.527
51,46467,2683.031
51,46468,3364.964
51,46469,3341.156
51,46470,3363.822
51,46471,3402.39
51,46472,3322.148
51,46473,3232.219
51,44808,2319.611
51,44809,4489.072
51,44810,4239.672
51,44811,4050.344
51,44812,3906.862
51,44813,3826.409
51,44814,3822.811
51,46614,2683.031
51,46615,4881.867
51,46616,4854.063
51,46617,4864.133
51,46618,4899.601
51,46619,4828.529
51,46620,4649.255
51,44738,1453.682
51,44739,2803.402
51,44740,2692.573
51,44741,2624.452
51,44742,2583.341
51,44743,2562.458
51,44744,2551.368
52,1786,2479.128
